OT_ID,Equipo_ID,Nombre_Equipo,Servicio,Criticidad,Marca,Fecha,Tipo_OT,Tipo_Falla,MTTR_Horas,Costo_OT_COP,Tecnico,Estado_OT
OT-006913,BIO-0380,Monitor Hemodinámico Invasivo,Cirugía Cardiovascular,Crítico,Edwards,2022-06-24,Correctivo,Accesorio,9.7,4363000,Diana Vargas,En proceso
OT-006914,BIO-0380,Monitor Hemodinámico Invasivo,Cirugía Cardiovascular,Crítico,Edwards,2022-07-03,Correctivo,Software,8.2,1922000,Sandra López,Cerrada
OT-006915,BIO-0380,Monitor Hemodinámico Invasivo,Cirugía Cardiovascular,Crítico,Edwards,2022-10-25,Correctivo,Mecánica,0.5,2913000,Jhon Castro,Cerrada
OT-006916,BIO-0380,Monitor Hemodinámico Invasivo,Cirugía Cardiovascular,Crítico,Edwards,2022-11-28,Correctivo,Eléctrica,0.6,4959000,Andrés Peña,Cerrada
OT-006917,BIO-0380,Monitor Hemodinámico Invasivo,Cirugía Cardiovascular,Crítico,Edwards,2023-01-28,Correctivo,Eléctrica,0.5,1219000,Paola Gómez,Cerrada
OT-006918,BIO-0380,Monitor Hemodinámico Invasivo,Cirugía Cardiovascular,Crítico,Edwards,2023-05-31,Correctivo,Sensor/Transductor,5.5,1803000,Andrés Peña,Cerrada
OT-006919,BIO-0380,Monitor Hemodinámico Invasivo,Cirugía Cardiovascular,Crítico,Edwards,2023-06-09,Correctivo,Eléctrica,6.5,1749000,Diana Vargas,Cerrada
OT-006920,BIO-0380,Monitor Hemodinámico Invasivo,Cirugía Cardiovascular,Crítico,Edwards,2023-09-26,Correctivo,Sensor/Transductor,12.1,2880000,Jhon Castro,En proceso
OT-006921,BIO-0380,Monitor Hemodinámico Invasivo,Cirugía Cardiovascular,Crítico,Edwards,2023-10-30,Correctivo,Software,1.3,1880000,Jhon Castro,Cerrada
OT-006922,BIO-0380,Monitor Hemodinámico Invasivo,Cirugía Cardiovascular,Crítico,Edwards,2023-11-15,Correctivo,Sensor/Transductor,2.8,948000,Carlos Rodríguez,En proceso
OT-006923,BIO-0380,Monitor Hemodinámico Invasivo,Cirugía Cardiovascular,Crítico,Edwards,2024-05-19,Correctivo,Software,4.7,4634000,Miguel Torres,Cerrada
OT-006924,BIO-0380,Monitor Hemodinámico Invasivo,Cirugía Cardiovascular,Crítico,Edwards,2024-08-13,Correctivo,Software,2.1,2171000,Jhon Castro,Cerrada
OT-006925,BIO-0380,Monitor Hemodinámico Invasivo,Cirugía Cardiovascular,Crítico,Edwards,2024-08-31,Correctivo,Software,1.8,3990000,Jhon Castro,Cerrada
OT-006926,BIO-0380,Monitor Hemodinámico Invasivo,Cirugía Cardiovascular,Crítico,Edwards,2024-09-22,Correctivo,Eléctrica,4.4,7680000,Miguel Torres,Cerrada
OT-006927,BIO-0380,Monitor Hemodinámico Invasivo,Cirugía Cardiovascular,Crítico,Edwards,2024-10-30,Correctivo,Desgaste,2.1,3668000,Jhon Castro,Cerrada
OT-006928,BIO-0380,Monitor Hemodinámico Invasivo,Cirugía Cardiovascular,Crítico,Edwards,2024-12-26,Correctivo,Software,11.6,8258000,Carlos Rodríguez,Cerrada
OT-006929,BIO-0380,Monitor Hemodinámico Invasivo,Cirugía Cardiovascular,Crítico,Edwards,2022-01-02,Preventivo,PM Programado,2.8,802062,Paola Gómez,Cerrada
OT-006930,BIO-0380,Monitor Hemodinámico Invasivo,Cirugía Cardiovascular,Crítico,Edwards,2022-03-31,Preventivo,PM Programado,3.5,400720,Andrés Peña,Cerrada
OT-006931,BIO-0380,Monitor Hemodinámico Invasivo,Cirugía Cardiovascular,Crítico,Edwards,2022-06-28,Preventivo,PM Programado,1.1,1042201,Andrés Peña,Cerrada
OT-006932,BIO-0380,Monitor Hemodinámico Invasivo,Cirugía Cardiovascular,Crítico,Edwards,2022-09-22,Preventivo,PM Programado,1.2,708285,Miguel Torres,Cerrada
OT-006933,BIO-0380,Monitor Hemodinámico Invasivo,Cirugía Cardiovascular,Crítico,Edwards,2022-12-25,Preventivo,PM Programado,1.7,1033342,Jhon Castro,Cerrada
OT-006934,BIO-0380,Monitor Hemodinámico Invasivo,Cirugía Cardiovascular,Crítico,Edwards,2023-03-25,Preventivo,PM Programado,2.5,801713,Sandra López,Pendiente
OT-006935,BIO-0380,Monitor Hemodinámico Invasivo,Cirugía Cardiovascular,Crítico,Edwards,2023-06-29,Preventivo,PM Programado,1.6,932585,Diana Vargas,Cerrada
OT-006936,BIO-0380,Monitor Hemodinámico Invasivo,Cirugía Cardiovascular,Crítico,Edwards,2023-09-16,Preventivo,PM Programado,1.2,1050363,Andrés Peña,Pendiente
OT-006937,BIO-0380,Monitor Hemodinámico Invasivo,Cirugía Cardiovascular,Crítico,Edwards,2023-12-19,Preventivo,PM Programado,2.4,350712,Sandra López,Cerrada
OT-006938,BIO-0380,Monitor Hemodinámico Invasivo,Cirugía Cardiovascular,Crítico,Edwards,2024-03-22,Preventivo,PM Programado,2.1,663447,Diana Vargas,Cerrada
OT-006939,BIO-0380,Monitor Hemodinámico Invasivo,Cirugía Cardiovascular,Crítico,Edwards,2024-06-24,Preventivo,PM Programado,1.0,461098,Paola Gómez,Cerrada
OT-006940,BIO-0380,Monitor Hemodinámico Invasivo,Cirugía Cardiovascular,Crítico,Edwards,2024-09-21,Preventivo,PM Programado,3.7,606751,Sandra López,Cerrada
OT-006941,BIO-0381,Monitor Hemodinámico Invasivo,Cirugía Cardiovascular,Crítico,Edwards,2022-03-07,Correctivo,Mecánica,4.1,3042000,Miguel Torres,Cerrada
OT-006942,BIO-0381,Monitor Hemodinámico Invasivo,Cirugía Cardiovascular,Crítico,Edwards,2022-06-20,Correctivo,Mecánica,0.9,808000,Laura Martínez,Cerrada
OT-006943,BIO-0381,Monitor Hemodinámico Invasivo,Cirugía Cardiovascular,Crítico,Edwards,2022-09-09,Correctivo,Desgaste,20.7,648000,Sandra López,Cerrada
OT-006944,BIO-0381,Monitor Hemodinámico Invasivo,Cirugía Cardiovascular,Crítico,Edwards,2022-12-08,Correctivo,Accesorio,9.6,15163000,Paola Gómez,Cerrada
OT-006945,BIO-0381,Monitor Hemodinámico Invasivo,Cirugía Cardiovascular,Crítico,Edwards,2023-02-08,Correctivo,Calibración,3.3,19966000,Paola Gómez,Cerrada
OT-006946,BIO-0381,Monitor Hemodinámico Invasivo,Cirugía Cardiovascular,Crítico,Edwards,2023-03-21,Correctivo,Sensor/Transductor,7.1,1738000,Miguel Torres,Cerrada
OT-006947,BIO-0381,Monitor Hemodinámico Invasivo,Cirugía Cardiovascular,Crítico,Edwards,2023-04-03,Correctivo,Sensor/Transductor,9.2,2496000,Diana Vargas,Cerrada
OT-006948,BIO-0381,Monitor Hemodinámico Invasivo,Cirugía Cardiovascular,Crítico,Edwards,2023-07-14,Correctivo,Software,0.5,2825000,Miguel Torres,Cerrada
OT-006949,BIO-0381,Monitor Hemodinámico Invasivo,Cirugía Cardiovascular,Crítico,Edwards,2023-08-17,Correctivo,Sensor/Transductor,4.2,3735000,Miguel Torres,Cerrada
OT-006950,BIO-0381,Monitor Hemodinámico Invasivo,Cirugía Cardiovascular,Crítico,Edwards,2023-08-28,Correctivo,Accesorio,11.5,7302000,Jhon Castro,Cerrada
OT-006951,BIO-0381,Monitor Hemodinámico Invasivo,Cirugía Cardiovascular,Crítico,Edwards,2023-12-26,Correctivo,Accesorio,4.6,3609000,Paola Gómez,Cerrada
OT-006952,BIO-0381,Monitor Hemodinámico Invasivo,Cirugía Cardiovascular,Crítico,Edwards,2024-02-26,Correctivo,Mecánica,17.3,1613000,Jhon Castro,Cerrada
OT-006953,BIO-0381,Monitor Hemodinámico Invasivo,Cirugía Cardiovascular,Crítico,Edwards,2024-07-03,Correctivo,Sensor/Transductor,2.7,1691000,Paola Gómez,Cerrada
OT-006954,BIO-0381,Monitor Hemodinámico Invasivo,Cirugía Cardiovascular,Crítico,Edwards,2024-07-17,Correctivo,Calibración,0.5,2749000,Miguel Torres,Cerrada
OT-006955,BIO-0381,Monitor Hemodinámico Invasivo,Cirugía Cardiovascular,Crítico,Edwards,2024-07-30,Correctivo,Mecánica,1.1,2135000,Paola Gómez,Cerrada
OT-006956,BIO-0381,Monitor Hemodinámico Invasivo,Cirugía Cardiovascular,Crítico,Edwards,2024-10-20,Correctivo,Mecánica,2.5,653000,Laura Martínez,En proceso
OT-006957,BIO-0381,Monitor Hemodinámico Invasivo,Cirugía Cardiovascular,Crítico,Edwards,2021-12-31,Preventivo,PM Programado,3.9,817907,Carlos Rodríguez,Pendiente
OT-006958,BIO-0381,Monitor Hemodinámico Invasivo,Cirugía Cardiovascular,Crítico,Edwards,2022-04-03,Preventivo,PM Programado,3.7,374313,Jhon Castro,Cerrada
OT-006959,BIO-0381,Monitor Hemodinámico Invasivo,Cirugía Cardiovascular,Crítico,Edwards,2022-07-02,Preventivo,PM Programado,1.9,609838,Jhon Castro,Pendiente
OT-006960,BIO-0381,Monitor Hemodinámico Invasivo,Cirugía Cardiovascular,Crítico,Edwards,2022-09-28,Preventivo,PM Programado,2.3,984458,Laura Martínez,Cerrada
OT-006961,BIO-0381,Monitor Hemodinámico Invasivo,Cirugía Cardiovascular,Crítico,Edwards,2022-12-23,Preventivo,PM Programado,3.8,500180,Diana Vargas,Pendiente
OT-006962,BIO-0381,Monitor Hemodinámico Invasivo,Cirugía Cardiovascular,Crítico,Edwards,2023-03-27,Preventivo,PM Programado,3.8,827809,Laura Martínez,Cerrada
OT-006963,BIO-0381,Monitor Hemodinámico Invasivo,Cirugía Cardiovascular,Crítico,Edwards,2023-06-24,Preventivo,PM Programado,3.3,341234,Andrés Peña,Pendiente
OT-006964,BIO-0381,Monitor Hemodinámico Invasivo,Cirugía Cardiovascular,Crítico,Edwards,2023-09-26,Preventivo,PM Programado,3.4,617974,Jhon Castro,Cerrada
OT-006965,BIO-0381,Monitor Hemodinámico Invasivo,Cirugía Cardiovascular,Crítico,Edwards,2023-12-18,Preventivo,PM Programado,2.9,467311,Andrés Peña,Cerrada
OT-006966,BIO-0381,Monitor Hemodinámico Invasivo,Cirugía Cardiovascular,Crítico,Edwards,2024-03-25,Preventivo,PM Programado,2.8,562292,Laura Martínez,Pendiente
OT-006967,BIO-0381,Monitor Hemodinámico Invasivo,Cirugía Cardiovascular,Crítico,Edwards,2024-06-14,Preventivo,PM Programado,2.4,354029,Diana Vargas,Cerrada
OT-006968,BIO-0381,Monitor Hemodinámico Invasivo,Cirugía Cardiovascular,Crítico,Edwards,2024-09-10,Preventivo,PM Programado,1.8,1061908,Sandra López,Cerrada
OT-006969,BIO-0382,Monitor Hemodinámico Invasivo,Cirugía Cardiovascular,Crítico,Edwards,2022-01-21,Correctivo,Sensor/Transductor,0.5,3876000,Sandra López,En proceso
OT-006970,BIO-0382,Monitor Hemodinámico Invasivo,Cirugía Cardiovascular,Crítico,Edwards,2022-01-31,Correctivo,Sensor/Transductor,30.4,1421000,Andrés Peña,Cerrada
OT-006971,BIO-0382,Monitor Hemodinámico Invasivo,Cirugía Cardiovascular,Crítico,Edwards,2022-05-22,Correctivo,Accesorio,27.2,493000,Jhon Castro,Cerrada
OT-006972,BIO-0382,Monitor Hemodinámico Invasivo,Cirugía Cardiovascular,Crítico,Edwards,2022-06-26,Correctivo,Software,2.3,7006000,Laura Martínez,Cerrada
OT-006973,BIO-0382,Monitor Hemodinámico Invasivo,Cirugía Cardiovascular,Crítico,Edwards,2022-06-28,Correctivo,Sensor/Transductor,5.9,7464000,Andrés Peña,Cerrada
OT-006974,BIO-0382,Monitor Hemodinámico Invasivo,Cirugía Cardiovascular,Crítico,Edwards,2022-06-30,Correctivo,Mecánica,12.2,1692000,Carlos Rodríguez,Cerrada
OT-006975,BIO-0382,Monitor Hemodinámico Invasivo,Cirugía Cardiovascular,Crítico,Edwards,2022-07-21,Correctivo,Software,8.7,4425000,Paola Gómez,Cerrada
OT-006976,BIO-0382,Monitor Hemodinámico Invasivo,Cirugía Cardiovascular,Crítico,Edwards,2022-10-29,Correctivo,Mecánica,7.9,15234000,Jhon Castro,Cerrada
OT-006977,BIO-0382,Monitor Hemodinámico Invasivo,Cirugía Cardiovascular,Crítico,Edwards,2022-11-18,Correctivo,Eléctrica,5.5,468000,Miguel Torres,Cerrada
OT-006978,BIO-0382,Monitor Hemodinámico Invasivo,Cirugía Cardiovascular,Crítico,Edwards,2022-11-25,Correctivo,Desgaste,1.0,6239000,Andrés Peña,Cerrada
OT-006979,BIO-0382,Monitor Hemodinámico Invasivo,Cirugía Cardiovascular,Crítico,Edwards,2022-12-22,Correctivo,Mecánica,0.5,5969000,Diana Vargas,Cerrada
OT-006980,BIO-0382,Monitor Hemodinámico Invasivo,Cirugía Cardiovascular,Crítico,Edwards,2022-12-23,Correctivo,Sensor/Transductor,1.3,292000,Miguel Torres,Cerrada
OT-006981,BIO-0382,Monitor Hemodinámico Invasivo,Cirugía Cardiovascular,Crítico,Edwards,2023-02-02,Correctivo,Mecánica,1.0,4568000,Miguel Torres,Cerrada
OT-006982,BIO-0382,Monitor Hemodinámico Invasivo,Cirugía Cardiovascular,Crítico,Edwards,2023-05-09,Correctivo,Sensor/Transductor,17.5,543000,Laura Martínez,Cerrada
OT-006983,BIO-0382,Monitor Hemodinámico Invasivo,Cirugía Cardiovascular,Crítico,Edwards,2023-06-14,Correctivo,Accesorio,8.1,8124000,Sandra López,Cerrada
OT-006984,BIO-0382,Monitor Hemodinámico Invasivo,Cirugía Cardiovascular,Crítico,Edwards,2023-06-29,Correctivo,Accesorio,2.2,14170000,Jhon Castro,Cerrada
OT-006985,BIO-0382,Monitor Hemodinámico Invasivo,Cirugía Cardiovascular,Crítico,Edwards,2023-07-22,Correctivo,Desgaste,10.1,6492000,Diana Vargas,Cerrada
OT-006986,BIO-0382,Monitor Hemodinámico Invasivo,Cirugía Cardiovascular,Crítico,Edwards,2023-12-08,Correctivo,Mecánica,9.0,3550000,Diana Vargas,Cerrada
OT-006987,BIO-0382,Monitor Hemodinámico Invasivo,Cirugía Cardiovascular,Crítico,Edwards,2023-12-31,Correctivo,Eléctrica,20.6,1892000,Paola Gómez,Cerrada
OT-006988,BIO-0382,Monitor Hemodinámico Invasivo,Cirugía Cardiovascular,Crítico,Edwards,2024-02-04,Correctivo,Mecánica,5.3,5139000,Andrés Peña,Cerrada
OT-006989,BIO-0382,Monitor Hemodinámico Invasivo,Cirugía Cardiovascular,Crítico,Edwards,2024-04-19,Correctivo,Calibración,8.4,1612000,Jhon Castro,Cerrada
OT-006990,BIO-0382,Monitor Hemodinámico Invasivo,Cirugía Cardiovascular,Crítico,Edwards,2024-07-23,Correctivo,Eléctrica,3.1,5309000,Paola Gómez,Cerrada
OT-006991,BIO-0382,Monitor Hemodinámico Invasivo,Cirugía Cardiovascular,Crítico,Edwards,2024-11-10,Correctivo,Software,0.8,2120000,Diana Vargas,Cerrada
OT-006992,BIO-0382,Monitor Hemodinámico Invasivo,Cirugía Cardiovascular,Crítico,Edwards,2024-11-13,Correctivo,Calibración,0.5,6002000,Jhon Castro,Cerrada
OT-006993,BIO-0382,Monitor Hemodinámico Invasivo,Cirugía Cardiovascular,Crítico,Edwards,2024-12-01,Correctivo,Sensor/Transductor,3.1,7379000,Laura Martínez,Cerrada
OT-006994,BIO-0382,Monitor Hemodinámico Invasivo,Cirugía Cardiovascular,Crítico,Edwards,2021-12-27,Preventivo,PM Programado,3.0,1196147,Andrés Peña,Cerrada
OT-006995,BIO-0382,Monitor Hemodinámico Invasivo,Cirugía Cardiovascular,Crítico,Edwards,2022-03-28,Preventivo,PM Programado,1.4,593949,Sandra López,Cerrada
OT-006996,BIO-0382,Monitor Hemodinámico Invasivo,Cirugía Cardiovascular,Crítico,Edwards,2022-06-29,Preventivo,PM Programado,3.3,672839,Sandra López,Cerrada
OT-006997,BIO-0382,Monitor Hemodinámico Invasivo,Cirugía Cardiovascular,Crítico,Edwards,2022-09-25,Preventivo,PM Programado,3.2,531394,Andrés Peña,Cerrada
OT-006998,BIO-0382,Monitor Hemodinámico Invasivo,Cirugía Cardiovascular,Crítico,Edwards,2022-12-23,Preventivo,PM Programado,2.5,334496,Sandra López,Cerrada
OT-006999,BIO-0382,Monitor Hemodinámico Invasivo,Cirugía Cardiovascular,Crítico,Edwards,2023-03-25,Preventivo,PM Programado,3.3,371456,Laura Martínez,Cerrada
OT-007000,BIO-0382,Monitor Hemodinámico Invasivo,Cirugía Cardiovascular,Crítico,Edwards,2023-06-20,Preventivo,PM Programado,2.5,413880,Andrés Peña,Cerrada
OT-007001,BIO-0382,Monitor Hemodinámico Invasivo,Cirugía Cardiovascular,Crítico,Edwards,2023-09-28,Preventivo,PM Programado,1.9,780296,Sandra López,Cerrada
OT-007002,BIO-0382,Monitor Hemodinámico Invasivo,Cirugía Cardiovascular,Crítico,Edwards,2023-12-27,Preventivo,PM Programado,3.6,806566,Miguel Torres,Pendiente
OT-007003,BIO-0382,Monitor Hemodinámico Invasivo,Cirugía Cardiovascular,Crítico,Edwards,2024-03-21,Preventivo,PM Programado,2.2,1118329,Andrés Peña,Pendiente
OT-007004,BIO-0382,Monitor Hemodinámico Invasivo,Cirugía Cardiovascular,Crítico,Edwards,2024-06-25,Preventivo,PM Programado,3.1,670626,Andrés Peña,Cerrada
OT-007005,BIO-0382,Monitor Hemodinámico Invasivo,Cirugía Cardiovascular,Crítico,Edwards,2024-09-23,Preventivo,PM Programado,2.4,1080151,Sandra López,Cerrada
OT-007006,BIO-0383,Monitor Hemodinámico Invasivo,Cirugía Cardiovascular,Crítico,Edwards,2022-06-05,Correctivo,Sensor/Transductor,2.9,1109000,Andrés Peña,Cerrada
OT-007007,BIO-0383,Monitor Hemodinámico Invasivo,Cirugía Cardiovascular,Crítico,Edwards,2022-06-27,Correctivo,Accesorio,2.5,5876000,Andrés Peña,Cerrada
OT-007008,BIO-0383,Monitor Hemodinámico Invasivo,Cirugía Cardiovascular,Crítico,Edwards,2023-01-21,Correctivo,Software,0.5,21215000,Miguel Torres,Cerrada
OT-007009,BIO-0383,Monitor Hemodinámico Invasivo,Cirugía Cardiovascular,Crítico,Edwards,2023-02-06,Correctivo,Mecánica,0.9,4127000,Carlos Rodríguez,Cerrada
OT-007010,BIO-0383,Monitor Hemodinámico Invasivo,Cirugía Cardiovascular,Crítico,Edwards,2023-03-21,Correctivo,Accesorio,5.6,890000,Laura Martínez,En proceso
OT-007011,BIO-0383,Monitor Hemodinámico Invasivo,Cirugía Cardiovascular,Crítico,Edwards,2023-03-24,Correctivo,Accesorio,7.5,3591000,Carlos Rodríguez,Cerrada
OT-007012,BIO-0383,Monitor Hemodinámico Invasivo,Cirugía Cardiovascular,Crítico,Edwards,2023-05-18,Correctivo,Eléctrica,6.8,4575000,Diana Vargas,Cerrada
OT-007013,BIO-0383,Monitor Hemodinámico Invasivo,Cirugía Cardiovascular,Crítico,Edwards,2023-06-06,Correctivo,Mecánica,2.2,1105000,Carlos Rodríguez,Cerrada
OT-007014,BIO-0383,Monitor Hemodinámico Invasivo,Cirugía Cardiovascular,Crítico,Edwards,2023-07-04,Correctivo,Software,1.5,21594000,Andrés Peña,Cerrada
OT-007015,BIO-0383,Monitor Hemodinámico Invasivo,Cirugía Cardiovascular,Crítico,Edwards,2023-10-10,Correctivo,Eléctrica,1.0,735000,Sandra López,En proceso
OT-007016,BIO-0383,Monitor Hemodinámico Invasivo,Cirugía Cardiovascular,Crítico,Edwards,2023-11-16,Correctivo,Accesorio,4.5,891000,Jhon Castro,Cerrada
OT-007017,BIO-0383,Monitor Hemodinámico Invasivo,Cirugía Cardiovascular,Crítico,Edwards,2024-02-03,Correctivo,Eléctrica,3.3,1649000,Sandra López,Cerrada
OT-007018,BIO-0383,Monitor Hemodinámico Invasivo,Cirugía Cardiovascular,Crítico,Edwards,2024-03-02,Correctivo,Mecánica,5.2,3461000,Miguel Torres,Cerrada
OT-007019,BIO-0383,Monitor Hemodinámico Invasivo,Cirugía Cardiovascular,Crítico,Edwards,2024-03-09,Correctivo,Software,1.2,19636000,Andrés Peña,Cerrada
OT-007020,BIO-0383,Monitor Hemodinámico Invasivo,Cirugía Cardiovascular,Crítico,Edwards,2024-08-17,Correctivo,Desgaste,3.1,1363000,Sandra López,Cerrada
OT-007021,BIO-0383,Monitor Hemodinámico Invasivo,Cirugía Cardiovascular,Crítico,Edwards,2024-09-19,Correctivo,Accesorio,5.1,11408000,Jhon Castro,Cerrada
OT-007022,BIO-0383,Monitor Hemodinámico Invasivo,Cirugía Cardiovascular,Crítico,Edwards,2021-12-29,Preventivo,PM Programado,1.6,566253,Andrés Peña,Cerrada
OT-007023,BIO-0383,Monitor Hemodinámico Invasivo,Cirugía Cardiovascular,Crítico,Edwards,2022-03-26,Preventivo,PM Programado,1.0,867885,Jhon Castro,Pendiente
OT-007024,BIO-0383,Monitor Hemodinámico Invasivo,Cirugía Cardiovascular,Crítico,Edwards,2022-06-23,Preventivo,PM Programado,2.9,907646,Paola Gómez,Cerrada
OT-007025,BIO-0383,Monitor Hemodinámico Invasivo,Cirugía Cardiovascular,Crítico,Edwards,2022-10-04,Preventivo,PM Programado,1.4,803125,Diana Vargas,Cerrada
OT-007026,BIO-0383,Monitor Hemodinámico Invasivo,Cirugía Cardiovascular,Crítico,Edwards,2022-12-24,Preventivo,PM Programado,1.4,474164,Jhon Castro,Pendiente
OT-007027,BIO-0383,Monitor Hemodinámico Invasivo,Cirugía Cardiovascular,Crítico,Edwards,2023-03-23,Preventivo,PM Programado,1.9,797032,Carlos Rodríguez,Cerrada
OT-007028,BIO-0383,Monitor Hemodinámico Invasivo,Cirugía Cardiovascular,Crítico,Edwards,2023-06-20,Preventivo,PM Programado,4.0,962185,Andrés Peña,Cerrada
OT-007029,BIO-0383,Monitor Hemodinámico Invasivo,Cirugía Cardiovascular,Crítico,Edwards,2023-09-19,Preventivo,PM Programado,2.5,866946,Carlos Rodríguez,Cerrada
OT-007030,BIO-0383,Monitor Hemodinámico Invasivo,Cirugía Cardiovascular,Crítico,Edwards,2023-12-28,Preventivo,PM Programado,1.4,915973,Miguel Torres,Cerrada
OT-007031,BIO-0383,Monitor Hemodinámico Invasivo,Cirugía Cardiovascular,Crítico,Edwards,2024-03-14,Preventivo,PM Programado,3.2,858087,Jhon Castro,Cerrada
OT-007032,BIO-0383,Monitor Hemodinámico Invasivo,Cirugía Cardiovascular,Crítico,Edwards,2024-06-25,Preventivo,PM Programado,1.6,586281,Miguel Torres,Cerrada
OT-007033,BIO-0383,Monitor Hemodinámico Invasivo,Cirugía Cardiovascular,Crítico,Edwards,2024-09-23,Preventivo,PM Programado,3.8,516656,Miguel Torres,Cerrada
OT-007034,BIO-0384,Monitor Hemodinámico Invasivo,Cirugía Cardiovascular,Crítico,Edwards,2022-01-05,Correctivo,Software,3.4,2483000,Jhon Castro,Cerrada
OT-007035,BIO-0384,Monitor Hemodinámico Invasivo,Cirugía Cardiovascular,Crítico,Edwards,2022-02-13,Correctivo,Eléctrica,1.8,20984000,Andrés Peña,Cerrada
OT-007036,BIO-0384,Monitor Hemodinámico Invasivo,Cirugía Cardiovascular,Crítico,Edwards,2022-03-25,Correctivo,Sensor/Transductor,4.2,822000,Carlos Rodríguez,Cerrada
OT-007037,BIO-0384,Monitor Hemodinámico Invasivo,Cirugía Cardiovascular,Crítico,Edwards,2022-04-07,Correctivo,Sensor/Transductor,3.8,11302000,Miguel Torres,Cerrada
OT-007038,BIO-0384,Monitor Hemodinámico Invasivo,Cirugía Cardiovascular,Crítico,Edwards,2022-06-27,Correctivo,Sensor/Transductor,1.0,11213000,Laura Martínez,Cerrada
OT-007039,BIO-0384,Monitor Hemodinámico Invasivo,Cirugía Cardiovascular,Crítico,Edwards,2022-07-12,Correctivo,Accesorio,1.5,3357000,Miguel Torres,Cerrada
OT-007040,BIO-0384,Monitor Hemodinámico Invasivo,Cirugía Cardiovascular,Crítico,Edwards,2022-08-14,Correctivo,Desgaste,6.4,3015000,Laura Martínez,Cerrada
OT-007041,BIO-0384,Monitor Hemodinámico Invasivo,Cirugía Cardiovascular,Crítico,Edwards,2022-08-18,Correctivo,Desgaste,3.2,7849000,Andrés Peña,Cerrada
OT-007042,BIO-0384,Monitor Hemodinámico Invasivo,Cirugía Cardiovascular,Crítico,Edwards,2022-10-25,Correctivo,Eléctrica,17.5,1329000,Diana Vargas,Cerrada
OT-007043,BIO-0384,Monitor Hemodinámico Invasivo,Cirugía Cardiovascular,Crítico,Edwards,2022-12-26,Correctivo,Desgaste,1.4,1147000,Jhon Castro,Cerrada
OT-007044,BIO-0384,Monitor Hemodinámico Invasivo,Cirugía Cardiovascular,Crítico,Edwards,2023-01-08,Correctivo,Calibración,4.1,18780000,Andrés Peña,Cerrada
OT-007045,BIO-0384,Monitor Hemodinámico Invasivo,Cirugía Cardiovascular,Crítico,Edwards,2023-02-02,Correctivo,Desgaste,0.9,6606000,Diana Vargas,Cerrada
OT-007046,BIO-0384,Monitor Hemodinámico Invasivo,Cirugía Cardiovascular,Crítico,Edwards,2023-02-23,Correctivo,Software,0.7,5427000,Carlos Rodríguez,Cerrada
OT-007047,BIO-0384,Monitor Hemodinámico Invasivo,Cirugía Cardiovascular,Crítico,Edwards,2023-03-18,Correctivo,Eléctrica,9.3,501000,Jhon Castro,Cerrada
OT-007048,BIO-0384,Monitor Hemodinámico Invasivo,Cirugía Cardiovascular,Crítico,Edwards,2023-06-26,Correctivo,Software,5.1,10149000,Miguel Torres,Cerrada
OT-007049,BIO-0384,Monitor Hemodinámico Invasivo,Cirugía Cardiovascular,Crítico,Edwards,2023-08-09,Correctivo,Sensor/Transductor,11.5,3996000,Jhon Castro,Cerrada
OT-007050,BIO-0384,Monitor Hemodinámico Invasivo,Cirugía Cardiovascular,Crítico,Edwards,2023-11-02,Correctivo,Mecánica,1.0,27493000,Laura Martínez,Cerrada
OT-007051,BIO-0384,Monitor Hemodinámico Invasivo,Cirugía Cardiovascular,Crítico,Edwards,2023-11-21,Correctivo,Mecánica,8.4,7578000,Sandra López,Cerrada
OT-007052,BIO-0384,Monitor Hemodinámico Invasivo,Cirugía Cardiovascular,Crítico,Edwards,2024-01-20,Correctivo,Desgaste,9.7,10819000,Laura Martínez,Cerrada
OT-007053,BIO-0384,Monitor Hemodinámico Invasivo,Cirugía Cardiovascular,Crítico,Edwards,2024-01-25,Correctivo,Accesorio,1.7,557000,Paola Gómez,Cerrada
OT-007054,BIO-0384,Monitor Hemodinámico Invasivo,Cirugía Cardiovascular,Crítico,Edwards,2024-03-31,Correctivo,Accesorio,2.0,6054000,Miguel Torres,En proceso
OT-007055,BIO-0384,Monitor Hemodinámico Invasivo,Cirugía Cardiovascular,Crítico,Edwards,2024-04-17,Correctivo,Accesorio,1.2,2266000,Diana Vargas,Cerrada
OT-007056,BIO-0384,Monitor Hemodinámico Invasivo,Cirugía Cardiovascular,Crítico,Edwards,2024-08-13,Correctivo,Accesorio,1.8,1447000,Jhon Castro,Cerrada
OT-007057,BIO-0384,Monitor Hemodinámico Invasivo,Cirugía Cardiovascular,Crítico,Edwards,2024-10-20,Correctivo,Mecánica,2.1,1019000,Laura Martínez,Cerrada
OT-007058,BIO-0384,Monitor Hemodinámico Invasivo,Cirugía Cardiovascular,Crítico,Edwards,2024-12-19,Correctivo,Software,5.3,2007000,Laura Martínez,Cerrada
OT-007059,BIO-0384,Monitor Hemodinámico Invasivo,Cirugía Cardiovascular,Crítico,Edwards,2024-12-27,Correctivo,Eléctrica,11.1,3561000,Jhon Castro,Cerrada
OT-007060,BIO-0384,Monitor Hemodinámico Invasivo,Cirugía Cardiovascular,Crítico,Edwards,2022-01-03,Preventivo,PM Programado,3.8,996860,Paola Gómez,Cerrada
